,LEMMA,HEAD,HEAD POS,HEAD GEN,LEMMA GEN,SYSTEM_SUFFIX,HEAD_SUFFIX
7700,θεοταυρος,ταυρος,Noun,ου,ου,"('ρος', 'ου')","('ρος', 'ου')"
7701,θεοτευκτος,τευχω,Verb,V,ον,"('τος', 'ον')",V
7702,θεοτιμος,τιμη,Noun,ης,ον,"('μος', 'ον')","('η', 'ης')"
7703,θεοτρεπτος,τρεπω,Verb,V,ον,"('τος', 'ον')",V
7705,θεοφορος,φερω,Verb,V,ον,"('ρος', 'ον')",V
7706,θεοφρων,φρην,Noun,e,ον,"('ων', 'ον')",
7707,θεοχρηστος,χραω,Verb,V,ον,"('στος', 'ον')",V
7709,θηλυγενης,γιγνομαι,Verb,V,ες,"('ης', 'ες')",V
7710,θηλυγονος,γιγνομαι,Verb,V,ον,"('νος', 'ον')",V
7712,θηλυκρατης,κρατεω,Verb,V,ες,"('της', 'ες')",V
7713,θηλυκρανεια,κρανεια,Noun,ας,ας,"('εια', 'ας')","('εια', 'ας')"
7714,θηλυκτονος,κτεινω,Verb,V,ον,"('νος', 'ον')",V
7715,θηλυμανης,μαινομαι,Verb,V,ες,"('ης', 'ες')",V
7717,θηλυμιτρης,μιτρα,Noun,ας,ου,"('ης', 'ου')","('ρα', 'ας')"
7718,θηλυποιος,ποιεω,Verb,V,ον,"('ιος', 'ον')",V
7719,θηλυπρεπης,πρεπω,Verb,V,ες,"('ης', 'ες')",V
7721,θηλυπτεριον,πτιλον,Noun,ου,ου,"('ιον', 'ου')","('ον', 'ου')"
7723,θηλυτοκος,τικτω,Verb,V,ον,"('ος', 'ον')",V
7725,θηλυφθοριον,φθειρω,Verb,V,ου,"('ιον', 'ου')",V
7726,θηλυφονος,πεφνειν,Verb,V,ον,"('νος', 'ον')",V
7727,θηλυχιτων,χιτων,Noun,ωνος,ωνος,"('ων', 'ωνος')","('ων', 'ωνος')"
7729,θηλυγλωσσος,γλωσσα,Noun,ης,ον,"('ος', 'ον')","('σα', 'ης')"
7730,θηλυλαλος,λαλεω,Verb,V,ον,"('λος', 'ον')",V
7731,θηλυμιτρις,μιτυς,Noun,υος,ιδος,"('ις', 'ιδος')","('υς', 'υος')"
7732,θηλυμορφος,μορφη,Noun,ης,ον,"('ος', 'ον')","('η', 'ης')"
7736,θηλυσπορος,σπειρω,Verb,V,ον,"('ρος', 'ον')",V
7737,θηλυτοκος,τικτω,Verb,V,ον,"('ος', 'ον')",V
7738,θηλυφρων,φρην,Noun,e,ον,"('ων', 'ον')",
7739,θηλυφωνος,φωνη,Noun,ης,ον,"('νος', 'ον')","('η', 'ης')"
7740,θηλυψυχος,ψυχη,Noun,ης,ον,"('ος', 'ον')","('η', 'ης')"
7742,θηραγρετης,αγρεω,Verb,V,ου,"('ετης', 'ου')",V
7743,θηραρχια,αρα,Noun,ας,ας,"('ια', 'ας')","('ρα', 'ας')"
7745,θηριομαχης,μαχητος,Adjective,ον,ου,"('ης', 'ου')","('τος', 'ον')"
7746,θηριομαχος,μαχομαι,Verb,V,ον,"('ος', 'ον')",V
7747,θηριοναρκη,ναρκη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
7748,θηριοτροφος,τρεφω,Verb,V,ον,"('ος', 'ον')",V
7749,θηριαλωσις,αλισκομαι,Verb,V,εως,"('σις', 'εως')",V
7750,θηριαλωτος,αλωτος,Adjective,ον,ον,"('ωτος', 'ον')","('ωτος', 'ον')"
7751,θηριοδηγμα,δηγμα,Noun,ατος,ατος,"('α', 'ατος')","('α', 'ατος')"
7752,θηριοδηκτος,δακνω,Verb,V,ον,"('τος', 'ον')",V
7753,θηριομορφος,μορφη,Noun,ης,ον,"('ος', 'ον')","('η', 'ης')"
7754,θηριοτροφος,τρεφω,Verb,V,ον,"('ος', 'ον')",V
7756,θηροδιδασκαλια,διδασκαλια,Noun,ας,ας,"('ια', 'ας')","('ια', 'ας')"
7757,θηροζυγοκαμψιμετωπος,ζυγον,Noun,ου,ον,"('ος', 'ον')","('ον', 'ου')"
7758,θηροκτονος,κτεινω,Verb,V,ον,"('νος', 'ον')",V
7759,θηροκομος,κομεω,Verb,V,ον,"('μος', 'ον')",V
7760,θηρολετης,ολλυμι,Verb,V,ου,"('ετης', 'ου')",V
7761,θηρομιγης,μιγνυμι,Verb,V,ες,"('ης', 'ες')",V
7762,θηρονομος,νεμω,Verb,V,ον,"('μος', 'ον')",V
7763,θηροσκοπος,σκεπτομαι,Verb,V,ον,"('ος', 'ον')",V
7764,θηροτροφος,τρεφω,Verb,V,ον,"('ος', 'ον')",V
7765,θηροτοκος,τικτω,Verb,V,ον,"('ος', 'ον')",V
7767,θηροφονευς,φονευω,Verb,V,εως,"('ευς', 'εως')",V
7768,θηροφυλακιον,φυλαξ,Adjective,ακος,ου,"('ιον', 'ου')",
7769,θηροφονος,πεφνειν,Verb,V,ον,"('νος', 'ον')",V
7772,θηρολετος,ολλυμι,Verb,V,ον,"('ετος', 'ον')",V
7773,θηρομικτος,μιγνυμι,Verb,V,ον,"('τος', 'ον')",V
7774,θηροπεπλος,πεπλος,Noun,ου,ον,"('λος', 'ον')","('λος', 'ου')"
7775,θηροπλαστος,πλαστος,Adjective,ον,ον,"('στος', 'ον')","('στος', 'ον')"
7776,θηροτροφος,τρεφω,Verb,V,ον,"('ος', 'ον')",V
7777,θηροτυπος,τυπτω,Verb,V,ον,"('ος', 'ον')",V
7778,θηροχλαινος,χλαινα,Noun,ης,ον,"('νος', 'ον')","('α', 'ης')"
7782,θησαυρομανια,μ,Adjective,μ,ας,"('ια', 'ας')",
7783,θησαυροποιος,ποιεω,Verb,V,ον,"('ιος', 'ον')",V
7784,θησαυροφυλαξ,φυλαξ,Adjective,ακος,ακος,,
7785,θιασαρχης,αρχω,Verb,V,ου,"('ης', 'ου')",V
7786,θνητογενης,γιγνομαι,Verb,V,ες,"('ης', 'ες')",V
7789,θολομιγης,μιγνυμι,Verb,V,ες,"('ης', 'ες')",V
7791,θρανογραφος,γραφω,Verb,V,ου,"('ος', 'ου')",V
7792,θρασυγλωσσης,γλωσσα,Noun,ης,ες,"('ης', 'ες')","('σα', 'ης')"
7793,θρασυεργος,εργον,Noun,ου,ον,"('ος', 'ον')","('ον', 'ου')"
7794,θρασυκαρδιος,καρδια,Noun,ας,ον,"('ιος', 'ον')","('ια', 'ας')"
7795,θρασυλογια,λογος,Noun,ου,ας,"('ια', 'ας')","('ος', 'ου')"
7796,θρασυμεμνων,μεμνων,Noun,ονος,ον,"('ων', 'ον')","('ων', 'ονος')"
7799,θρασυξενια,ξενος,Adjective,ον,ας,"('ια', 'ας')","('νος', 'ον')"
7800,θρασυπτολεμος,πτολεμος,Noun,ου,ον,"('μος', 'ον')","('μος', 'ου')"
7801,θρασυχαρμης,χαρμη,Noun,ης,ου,"('ης', 'ου')","('η', 'ης')"
7802,θρασυγυιος,γυιον,Noun,ου,ον,"('ιος', 'ον')","('ιον', 'ου')"
7803,θρασυδειλος,δειλος,Adjective,ον,ον,"('λος', 'ον')","('λος', 'ον')"
7805,θρασυμαχος,μαχη,Noun,ης,ον,"('ος', 'ον')","('η', 'ης')"
7807,θρασυμυθος,μυθος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
7808,θρασυπονος,πενομαι,Verb,V,ον,"('νος', 'ον')",V
7809,θρασυσπλαγχνος,σπλαγχνον,Noun,ου,ον,"('νος', 'ον')","('ον', 'ου')"
7810,θρασυστομος,στομα,Noun,ατος,ον,"('μος', 'ον')","('α', 'ατος')"
7811,θρασυφρων,φρην,Noun,e,ον,"('ων', 'ον')",
7813,θραυσαντυξ,αντυξ,Noun,υγος,υγος,,
7816,θρηνωδος,ωδη,Noun,ης,ον,"('ος', 'ον')","('η', 'ης')"
7820,θριποφαγος,φαγειν,Verb,V,ον,"('ος', 'ον')",V
7823,θυγατρογονος,γιγνομαι,Verb,V,ον,"('νος', 'ον')",V
7824,θυγατροποιος,ποιεω,Verb,V,ον,"('ιος', 'ον')",V
7825,θυγατρογαμος,γαμεω,Verb,V,ου,"('μος', 'ου')",V
7826,θυελλοτοκος,τικτω,Verb,V,ου,"('ος', 'ου')",V
7829,θυηδοχος,δεχομαι,Verb,V,ον,"('ος', 'ον')",V
7830,θυηπολος,πολεω,Verb,V,ον,"('λος', 'ον')",V
7831,θυηφαγος,φαγειν,Verb,V,ον,"('ος', 'ον')",V
7834,θυμαλγης,αλγεω,Verb,V,ες,"('ης', 'ες')",V
7835,θυμαρης,αραρισκω,Verb,V,ες,"('ης', 'ες')",V
7836,θυμελαια,ελαια,Noun,ας,ας,"('ια', 'ας')","('ια', 'ας')"
7839,θυμοδακης,δακνω,Verb,V,ες,"('ης', 'ες')",V
7841,θυμολιπης,λειπω,Verb,V,ες,"('ης', 'ες')",V
7842,θυμολεαινα,λεαινα,Noun,ης,ης,"('α', 'ης')","('α', 'ης')"
7845,θυμομαχια,μαχομαι,Verb,V,ας,"('ια', 'ας')",V
7848,θυμοραιστης,ραιζω,Verb,V,ου,"('της', 'ου')",V
7849,θυμοφθορος,φθειρω,Verb,V,ον,"('ρος', 'ον')",V
7854,θυμηρης,d’autres de θυμος,Verb,V,ες,"('ης', 'ες')",V
7855,θυμομαντις,μαντις,Adjective,εως,εως,"('τις', 'εως')","('τις', 'εως')"
7856,θυμοσοφος,σοφος,Adjective,ον,ον,"('ος', 'ον')","('ος', 'ον')"
7857,θυννοθηρας,θηραω,Verb,V,ου,"('ας', 'ου')",V
7858,θυννοκεφαλος,κεφαλη,Noun,ης,ον,"('λος', 'ον')","('η', 'ης')"
7859,θυννοσκοπος,σκοπεω,Verb,V,ου,"('ος', 'ου')",V
7860,θυοδοκος,δεχομαι,Verb,V,ον,"('ος', 'ον')",V
7861,θυοσκοος,κοεω,Verb,V,οον,,V
7862,θυοσκοπος,σκοπεω,Verb,V,ου,"('ος', 'ου')",V
7863,θυοφορος,φερω,Verb,V,ον,"('ρος', 'ον')",V
7864,θυραμαχος,μαχομαι,Verb,V,ον,"('ος', 'ον')",V
7865,θυρανοικτης,ανοιγω,Verb,V,ου,"('της', 'ου')",V
7866,θυραυλια,αυλη,Noun,ης,ας,"('ια', 'ας')","('η', 'ης')"
7867,θυραωρος,ωρος,Noun,ου,ου,"('ρος', 'ου')","('ρος', 'ου')"
7868,θυρεαφορος,φορος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
7870,θυρεοφορος,φερω ; cf,Verb,V,ου,"('ρος', 'ου')",V
7871,θυρεπανοικτης,επανοιγω,Verb,V,ου,"('της', 'ου')",V
7876,θυροπηγια,πηγνυμι,Verb,V,ας,"('ια', 'ας')",V
7880,θυρσομανης,μαινομαι,Verb,V,ες,"('ης', 'ες')",V
7881,θυρσοτινακτης,τινασσω,Verb,V,ου,"('της', 'ου')",V
7882,θυρσοφορος,φερω,Verb,V,ον,"('ρος', 'ον')",V
7883,θυρσοχαρης,χαιρω,Verb,V,ες,"('ης', 'ες')",V
7884,θυρσολογχος,λογχη,Noun,ης,ου,"('ος', 'ου')","('η', 'ης')"
7885,θυρωρος,οραω,Verb,V,ου,"('ρος', 'ου')",V
7886,θυρεασπις,ασπις,Noun,ιδος,ιδος,"('ις', 'ιδος')","('ις', 'ιδος')"
7888,θυωρος,ωρεω,Verb,V,ου,"('ρος', 'ου')",V
7890,θωρακοποιος,ποιεω,Verb,V,ου,"('ιος', 'ου')",V
7891,θωρακοπωλης,πωλεω,Verb,V,ου,"('ης', 'ου')",V
7892,θωρακοφορος,φερω,Verb,V,ον,"('ρος', 'ον')",V
7894,θεοινος,οινος,Noun,ου,ου,"('νος', 'ου')","('νος', 'ου')"
7895,θεορτος,ορνυμαι,Verb,V,ον,"('τος', 'ον')",V
7896,θεοφημος,φημη,Noun,ης,ον,"('μος', 'ον')","('η', 'ης')"
7897,θεσκελος,κελομαι,Verb,V,ον,"('λος', 'ον')",V
7898,θεσφατος,φατος,Adjective,ον,ον,"('τος', 'ον')","('τος', 'ον')"
7899,θηραγρος,αγρα,Noun,ας,ον,"('ρος', 'ον')","('ρα', 'ας')"
7900,θηραρχος,αρχω,Verb,V,ου,"('ος', 'ου')",V
7908,καθαλμης,αλμη,Noun,ης,ες,"('ης', 'ες')","('η', 'ης')"
7917,καθαροτευκτος,τευχω,Verb,V,ον,"('τος', 'ον')",V
7919,καθεκουσιος,εκουσιος,Noun,α,ον,"('σιος', 'ον')","('σιος', 'α')"
7933,καθηγεμων,ηγεμων,Adjective,ονος,ονος,"('μων', 'ονος')","('μων', 'ονος')"
7940,καθημερινος,ημερινος,Adjective,ον,ον,"('νος', 'ον')","('νος', 'ον')"
7961,καθοδηγος,οδηγος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
7966,καθοριστικος,οριζω,Verb,V,ον,"('ος', 'ον')",V
7978,καθυπερηφανια,υπερηφανια,Noun,ας,ας,"('ια', 'ας')","('ια', 'ας')"
7983,καθυπνης,υπνος,Noun,ου,ες,"('ης', 'ες')","('νος', 'ου')"
8001,καθυπερτερος,υπερ,Verb,V,ον,"('τερος', 'ον')",V
8014,καθεδρα,εδρα,Noun,ας,ας,"('ρα', 'ας')","('ρα', 'ας')"
8032,καθορμιον,ορμος,Noun,ου,ου,"('ιον', 'ου')","('μος', 'ου')"
8036,καθυπνιος,υπνος,Noun,ου,ον,"('ιος', 'ον')","('νος', 'ου')"
8039,καινογραφης,γραφω,Verb,V,ες,"('ης', 'ες')",V
8041,καινολογια,λογος,Noun,ου,ας,"('ια', 'ας')","('ος', 'ου')"
8042,καινοπαθης,πασχω,Verb,V,ες,"('ης', 'ες')",V
8043,καινοπηγης,πηγνυμι,Verb,V,ες,"('ης', 'ες')",V
8044,καινοποιος,ποιεω,Verb,V,ον,"('ιος', 'ον')",V
8045,καινοπραγια,πρασσω,Verb,V,ας,"('ια', 'ας')",V
8046,καινοπρεπης,πρεπω,Verb,V,ες,"('ης', 'ες')",V
8047,καινοπημων,πημα,Noun,ατος,ον,"('μων', 'ον')","('α', 'ατος')"
8048,καινοτομος,τεμνω,Verb,V,ον,"('μος', 'ον')",V
8049,καινοδοξος,δοξα,Noun,ης,ον,"('ος', 'ον')","('α', 'ης')"
8050,καινοσπουδος,σπουδη,Noun,ης,ον,"('ος', 'ον')","('η', 'ης')"
8051,καινοταφος,ταφος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
8052,καινοτομος,τεμνω,Verb,V,ον,"('μος', 'ον')",V
8053,καινοτροπος,τρεπω,Verb,V,ον,"('ος', 'ον')",V
8055,καιροσκοπος,σκοπεω,Verb,V,ον,"('ος', 'ον')",V
8056,καιροσπαθητος,σπαθαω,Verb,V,ον,"('τος', 'ον')",V
8060,κακανθηεις,ανθος,Noun,ου,ηεν,"('εις', 'ηεν')","('ος', 'ου')"
8062,κακεντρεχης,εντρεχης,Adjective,ες,ες,"('ης', 'ες')","('ης', 'ες')"
8063,κακεργατις,εργατις,Adjective,ιδος,ιδος,"('τις', 'ιδος')","('τις', 'ιδος')"
8064,κακεργετης,εργον,Noun,ου,ου,"('ετης', 'ου')","('ον', 'ου')"
8066,κακιζοτεχνος,τεχνη,Noun,ης,ον,"('νος', 'ον')","('η', 'ης')"
8071,κακοαναστροφος,αναστρεφω,Verb,V,ον,"('ος', 'ον')",V
8072,κακογαμιου,γαμιουδικη,Verb,V,δικη,,V
8075,κακογνωμων,γνωμη,Noun,ης,ον,"('μων', 'ον')","('η', 'ης')"
8076,κακογυναιος,γυνη,Noun,e,ου,"('ιος', 'ου')",
8077,κακοδαιμων,δαιμων,Adjective,ονος,ον,"('μων', 'ον')","('μων', 'ονος')"
8078,κακοδιαιτησια,διαιταω,Verb,V,ας,"('σια', 'ας')",V
8080,κακοδικια,δικη,Noun,ης,ας,"('ια', 'ας')","('η', 'ης')"
8081,κακοδρομια,δρομος,Noun,ου,ας,"('ια', 'ας')","('μος', 'ου')"
8082,κακοδοκιμος,δοκιμος,Adjective,ον,ον,"('μος', 'ον')","('μος', 'ον')"
8086,κακοεργασια,εργαζομαι,Verb,V,ας,"('σια', 'ας')",V
8087,κακοεργης,ερως,Noun,ωτος,ες,"('ης', 'ες')","('ως', 'ωτος')"
8088,κακοεργος,εργον,Noun,ου,ον,"('ος', 'ον')","('ον', 'ου')"
8089,κακοειμων,ειμα,Noun,ατος,ον,"('μων', 'ον')","('α', 'ατος')"
8091,κακοζωια,ζωη,Noun,ης,ας,"('ια', 'ας')","('η', 'ης')"
8092,κακοηχης,ηχος,Noun,ου,ες,"('ης', 'ες')","('ος', 'ου')"
8093,κακοθελης,θελω,Verb,V,ες,"('ης', 'ες')",V
8094,κακοθεραπεια,θεραπευω,Verb,V,ας,"('εια', 'ας')",V
8097,κακοθανατος,θανατος,Noun,ου,ον,"('τος', 'ον')","('τος', 'ου')"
8098,κακοικονομος,οικονομος,Adjective,ον,ου,"('μος', 'ου')","('μος', 'ον')"
8099,κακοκαρπια,καρπος,Noun,ου,ας,"('ια', 'ας')","('ος', 'ου')"
8102,κακοκελαδος,κελαδος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
8103,κακολογος,λεγω,Verb,V,ον,"('ος', 'ον')",V
8104,κακομαθης,μανθανω,Verb,V,ες,"('ης', 'ες')",V
8107,κακομηδης,μηδομαι,Verb,V,ες,"('ης', 'ες')",V
8110,κακομουσια,μουσα,Noun,ης,ας,"('σια', 'ας')","('σα', 'ης')"
8111,κακομελετος,μελετη,Noun,ης,ον,"('ετος', 'ον')","('η', 'ης')"
8113,κακομητης,μηνυτης,Noun,ου,ου,"('ητης', 'ου')","('της', 'ου')"
8114,κακομητωρ,μηστωρ,Noun,ωρος,ορος,"('τωρ', 'ορος')",
8115,κακομηχανος,μηχανη,Noun,ης,ον,"('νος', 'ον')","('η', 'ης')"
8116,κακονυμφιος,νυμφη,Noun,ης,ον,"('ιος', 'ον')","('η', 'ης')"
8118,κακοπαθης,πασχω,Verb,V,ες,"('ης', 'ες')",V
8120,κακοπεριπατος,περιπατεω,Verb,V,ον,"('τος', 'ον')",V
8121,κακοπετης,πετομαι,Verb,V,ες,"('ετης', 'ες')",V
8122,κακοπινης,πινος,Noun,ου,ες,"('ης', 'ες')","('νος', 'ου')"
8123,κακοπιστια,πιστος,Adjective,ον,ας,"('ια', 'ας')","('στος', 'ον')"
8125,κακοποιος,ποιεω,Verb,V,ον,"('ιος', 'ον')",V
8126,κακοπολιτεια,πολιτεια,Noun,ας,ας,"('εια', 'ας')","('εια', 'ας')"
8127,κακοπονητικος,πονεω,Verb,V,ον,"('ος', 'ον')",V
8129,κακοπραγια,πρασσω,Verb,V,ας,"('ια', 'ας')",V
8130,κακοπραξια,πρασσω,Verb,V,ας,"('ια', 'ας')",V
8131,κακοπραγμων,πραγμα,Noun,ατος,ον,"('μων', 'ον')","('α', 'ατος')"
8132,κακοπροσωπος,προσωπον,Noun,ου,ον,"('ος', 'ον')","('ον', 'ου')"
8133,κακοπαρθενος,παρθενος,Noun,ου,ου,"('νος', 'ου')","('νος', 'ου')"
8136,κακορρεκτειρα,ρρεκτειρα,Verb,V,ας,"('ρα', 'ας')",V
8137,κακορρεκτης,ρεζω,Verb,V,ου,"('της', 'ου')",V
8138,κακορρημων,ρημα,Noun,ατος,ον,"('μων', 'ον')","('α', 'ατος')"
8142,κακοσταθης,ιστημι,Verb,V,ες,"('ης', 'ες')",V
8143,κακοστομαχος,στομαχος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
8146,κακοσυνθετος,συνθετος,Adjective,ον,ον,"('ετος', 'ον')","('ετος', 'ον')"
8149,κακοτροφια,τροφη,Noun,ης,ας,"('ια', 'ας')","('η', 'ης')"
8150,κακοτυχης,τυχη,Noun,ης,ες,"('ης', 'ες')","('η', 'ης')"
8151,κακοτερμων,τερμα,Noun,ατος,ον,"('μων', 'ον')","('α', 'ατος')"
8152,κακοφθορος,φθειρω,Verb,V,ον,"('ρος', 'ον')",V
8153,κακοφραδης,φραζομαι,Verb,V,ες,"('ης', 'ες')",V
8155,κακοφυης,φυω,Verb,V,ες,"('ης', 'ες')",V
8157,κακοψυχια,ψυχη,Noun,ης,ας,"('ια', 'ας')","('η', 'ης')"
8162,κακοιλιος,ιλιος,Noun,α,ου,"('λιος', 'ου')","('λιος', 'α')"
8163,κακαγγελος,αγγελος,Adjective,ου,ον,"('λος', 'ον')","('λος', 'ου')"
8164,κακαγγελτος,αγγελλω,Verb,V,ον,"('τος', 'ον')",V
8165,κακεμφατος,εμφατος,Verb,V,ον,"('τος', 'ον')",V
8166,κακηγορος,αγορευω,Verb,V,ον,"('ρος', 'ον')",V
